,producto,precio,cantidad,medida
3502,Tiras faciales limpia poros Doctor San,4.3,6.0,ud
3503,Desmaquillador de ojos Deliplus todo tipo de pieles,1.65,0.175,L
3504,Mousse facial limpiadora Purificante Oil Free Facial Clean Deliplus,4.0,0.2,L
3505,Agua facial de avena dermik Deliplus pieles sensibles,2.98,0.3,L
3506,Toallitas faciales limpiadoras purificantes Deliplus pieles grasas,1.95,20.0,ud
3507,Tonico facial Astringente Oil Free Facial Clean Deliplus,4.0,0.25,L
3508,Exfoliante facial hombre Deliplus,3.0,0.1,L
3509,Aceite facial limpiador espumoso Facial Clean Deliplus,4.0,0.175,L
3510,Mascarilla facial peeling arbol de te Montagne Jeunesse,1.5,0.016,L
3511,Mascarilla facial limpiadora con barro del Mar Muerto Seesee,2.1,1.0,ud
3512,Mascarilla facial arcilla verde Deliplus pieles grasas y con tendencia acneica,3.5,0.1,L
3513,Toallitas desmaquillantes Micelar & Oil Deliplus para todo tipo de pieles,1.35,25.0,ud
3514,Mascarilla facial Hidrata Mask Deliplus con agua de rosas,1.5,1.0,ud
3515,Mascarilla facial Gold Mask Deliplus con celulas madre vegetales,2.1,1.0,ud
3516,Mascarilla facial Ilumina Mask Deliplus con vitamina C y Arbutina,2.1,1.0,ud
3517,Gel facial limpiador Sensitive Facial Clean Deliplus,4.0,0.1,L
3518,Exfoliante facial Peeling Enzimatico Facial Clean Deliplus,7.0,0.1,L
3519,Mascarilla facial Bubble Mask & Scrub Facial Clean Deliplus exfoliante y efervescente,4.5,0.05,L
3520,Crema facial Revitaliza y Reestructura Sisbela Reafirm Deliplus con acido ribonucleico RNA,5.0,0.05,L
3521,Crema cuello y escote Tersa y Nutre Sisbela Reafirm Deliplus,5.0,0.05,L
3522,Crema facial Textura Ligera Prevent Age Skin Deliplus,7.0,0.05,L
3523,Hidratante facial BB cream Deliplus 01 claro FPS 20,4.0,0.05,L
3524,Hidratante facial BB cream Deliplus 02 medio FPS 20,4.0,0.05,L
3525,Crema facial dia Textura Rica Regen Skin Deliplus,7.0,0.05,L
3526,Recambio para crema facial dia Textura Rica Regen Skin Deliplus,3.5,0.05,L
3527,Crema facial Dragon's Blood Anti Ox Deliplus,5.0,0.05,L
3528,Crema facial hidratante dia Revitalift L'Oreal antiarrugas extra firmeza,9.5,0.05,L
3529,Crema facial hydraplus Atlantia con puro aloe de Canarias,4.5,0.05,L
3530,Crema facial dia antiarrugas Q10 plus Nivea,8.15,0.05,L
3531,Crema facial noche Textura Rica Regen Skin Deliplus,7.0,0.05,L
3532,Recambio para crema facial noche Textura Rica Regen Skin Deliplus,3.5,0.05,L
3533,Crema facial fluida Hidratante Oil Free Deliplus,4.8,0.05,L
3534,Crema facial noche antiarrugas Q10 plus Nivea,8.15,0.05,L
3535,Crema facial Hidratante y Fortalecedora Sensitive Deliplus con vitamina K Ox,7.0,0.05,L
3536,Gel facial Secante de Imperfecciones Oil Free Deliplus,3.25,0.015,L
3537,Crema facial Hidratante Equilibrio Deliplus,6.0,0.05,L
3538,Crema facial Anti-rojeces Sensitive Deliplus,7.0,0.05,L
3539,Lote facial mujer Deliplus programa de belleza anti-age,11.0,1.0,ud
3540,Crema facial Vitamina C Viseger Pharma,7.0,0.05,L
3541,Crema facial noche Aclarante Anti-manchas Deliplus,6.0,0.05,L
3542,Crema facial dia Protectora Anti-manchas Deliplus,6.0,0.05,L
3543,Crema facial Textura Rica 24 h Hidrata Deliplus,5.0,0.05,L
3544,Lote facial mujer Reafirm Sisbela,7.0,1.0,ud
3545,Lote facial mujer Regen Skin Deliplus,8.5,1.0,ud
3546,Contorno de ojos Antiarrugas e Iluminador Sisbela Reafirm Deliplus,4.5,0.015,L
3547,Serum reductor instantaneo de bolsas y ojeras Sisbela Reafirm Deliplus,5.0,0.05,L
3548,Crema contorno de ojos y parpados Dragon's blood Anti Ox Deliplus,4.5,0.015,L
3549,Contorno de ojos Arrugas y Bolsas Prevent Age Skin Deliplus,5.0,0.015,L
3550,Perlas faciales Q10 Khanya concentrado reafirmante antiarrugas,1.5,7.0,ud
3551,Ampollas faciales spray flash Tensor Effect Sisbela Reafirm Deliplus,2.5,0.008,L
3552,Ampollas faciales Ãcido Hialuronico Hidrata Deliplus concentrado,3.5,0.098,L
3553,Ampollas faciales Proteoglicanos Prevent Age Skin Deliplus,4.0,0.2,L
3554,Serum facial potenciador Sisbela Reafirm Deliplus 12% silicio,5.0,0.03,L
3555,Aceite facial Licopeno Anti Ox Deliplus,5.0,0.03,L
3556,Serum facial intensivo Potenciador Retinol Regen Skin Deliplus,6.0,0.03,L
3557,Ampollas faciales Potenciador Anti Ox Deliplus vitamina C,6.0,0.075,L
3558,Serum facial Despigmentante Anti-manchas Deliplus,6.0,0.03,L
3559,Serum facial Sebo-regulador Equilibrio Deliplus,6.0,0.03,L
3560,Serum facial Anti-rojeces Sensitive Deliplus,6.0,0.03,L
3561,Ampollas faciales colageno Regen Skin Deliplus con celulas madre vegetales,4.0,0.2,L
3562,Lote facial mujer Reafirm Sisbela,7.0,1.0,ud
3563,Lote facial mujer Deliplus Vitamin Energy,6.0,0.392,L
3564,Bandas de cera facial Deliplus piel sensible,1.1,16.0,ud
3565,Bandas de cera especial piernas Deliplus piel sensible,1.55,20.0,ud
3566,Crema depilatoria hombre Deliplus piel normal,3.0,0.2,L
3567,Bandas de cera especial axilas. bikini y brazos Deliplus piel sensible,1.4,16.0,ud
3568,Crema depilatoria mujer Deliplus piel sensible,3.0,0.2,L
3569,Crema decolorante rostro y cuerpo Deliplus pieles sensibles,2.9,0.15,L
3570,Cera caliente en tarro Deliplus piel sensible,4.0,0.25,kg
3571,Gel para depilar con cuchilla Deliplus piel sensible,2.0,0.2,L
3572,Bandas de cera facial Veet piel sensible,4.0,20.0,ud
3573,Cera caliente Profesional en perlas Deliplus piel normal,3.5,0.325,kg
3574,Bandas de cera especial cuerpo y piernas Veet piel sensible,4.3,20.0,ud
3575,Cera roll-on depilacion con bandas Deliplus piel sensible,2.85,0.1,L
3576,Crema depilatoria Veet piel sensible,4.45,0.2,L
3577,Crema depilatoria Veet for men piel normal,4.0,0.2,L
3578,Bandas auxiliares Deliplus para retirar cera tibia,1.6,24.0,ud
3579,Crema depilatoria Veet for men piel sensible,4.75,0.2,L
3580,Crema depilatoria Veet piel seca,6.35,0.4,L
3581,Crema depilatoria facial Deliplus piel sensible,1.7,0.02,L
3582,Spray depilatorio Veet piel sensible,4.26,0.15,L
3583,Cera caliente en cazuela Deliplus piel sensible,2.35,0.1,kg
3584,Pinza de cejas Deliplus oblicua,2.0,1.0,ud
3585,Pinza de cejas Deliplus recta,2.0,1.0,ud
3586,Gel post depilacion Deliplus piel sensible,2.85,0.2,L
3587,Aceite post depilacion retardador del vello Deliplus piel sensible,3.0,0.05,L
3588,Maquinillas depilacion mujer,1.0,5.0,ud
3589,Maquinillas depilacion mujer,2.0,4.0,ud
3590,Maquinillas depilacion Gillette Simply Venus,1.99,4.0,ud
3591,Maquinillas depilacion Gillette Simply Venus,3.45,4.0,ud
3592,Maquinilla depilacion Gillette Venus Breeze Comfortglide,6.95,1.0,ud
3593,Recambios maquinilla depilacion Gillette Venus Breeze Comfortglide,13.65,5.0,ud
3594,Maquinilla depilacion Gillette Venus Smooth,6.95,1.0,ud
3595,Recambios maquinilla depilacion Gillette Venus,9.65,4.0,ud
3596,Maquinilla depilacion Gillette Venus snap,6.0,1.0,ud
3597,Recambios maquinilla depilacion Gillette Venus Snap Extra Smooth,7.5,2.0,ud
3598,Maquinilla depilacion Hydro silk bikini Wilkinson,9.95,1.0,ud
3599,Maquinilla depilacion Hydro silk Wilkinson,3.95,1.0,ud
3600,Recambios maquinilla depilacion Hydro silk Wilkinson,7.25,3.0,ud
3601,Desodorante roll-on cuidado aloe Deliplus,0.75,0.05,L
3602,Desodorante roll-on dermo extra control Sanex,1.5,0.05,L
3603,Desodorante roll-on mujer cuidado seda Deliplus,0.75,0.05,L
3604,Desodorante roll-on mujer perfume afrutado Deliplus,0.75,0.05,L
3605,Desodorante roll-on mujer invisible Deliplus,0.75,0.05,L
3606,Desodorante roll-on invisible black & white Nivea,1.85,0.05,L
3607,Desodorante roll-on cuidado avena Deliplus,0.75,0.05,L
3608,Desodorante roll-on sensitive Byly,1.55,0.05,L
3609,Desodorante roll-on dermo sensitive Sanex,1.5,0.05,L
3610,Desodorante roll-on invisible black & white Nivea Men,1.85,0.05,L
3611,Desodorante roll-on dry impact Nivea Men,1.85,0.05,L
3612,Desodorante roll-on hombre proteccion plus Deliplus,0.75,0.05,L
3613,Desodorante stick original Tulipan Negro,2.3,0.1,L
3614,Desodorante roll-on Lactovit,1.72,0.05,L
3615,Desodorante roll-on active control Sanex men,1.5,0.05,L
3616,Desodorante roll-on hombre invisible Deliplus antimanchas,0.75,0.05,L
3617,Desodorante roll-on mujer proteccion plus Deliplus,0.75,0.05,L
3618,Desodorante stick hombre ice blue Williams,1.9,0.075,L
3619,Desodorante en crema Deliplus pieles delicadas,1.6,0.05,L
3620,Desodorante en crema original Dove,2.15,0.05,L
3621,Desodorante piedra de alumbre mineral Deonat,2.0,0.06,kg
3622,Desodorante en crema sensitive seda Byly,2.0,0.025,L
3623,Desodorante stick cuidado dermo Deliplus antimanchas,1.5,0.05,L
3624,Desodorante roll-on original Dove,1.7,0.05,L
3625,Desodorante roll-on Zero % Sanex,1.5,0.05,L
3626,Desodorante cuidado aloe Deliplus,1.4,0.2,L
3627,Desodorante sport Deliplus antimanchas,1.7,0.2,L
3628,Desodorante gold Deliplus antimanchas,1.7,0.2,L
3629,Desodorante invisible black + white Rexona,2.49,0.2,L
3630,Desodorante force Deliplus antimanchas,1.7,0.2,L
3631,Desodorante invisible ice fresh Rexona Men,2.49,0.2,L
3632,Desodorante original Dove,2.1,0.2,L
3633,Desodorante invisible Black & White Nivea,2.45,0.2,L
3634,Desodorante mujer invisible Deliplus antimanchas,1.4,0.2,L
3635,Desodorante mujer cuidado seda Deliplus,1.4,0.2,L
3636,Desodorante invisible Black & White Nivea Men,2.45,0.2,L
3637,Desodorante aloe vera Rexona,2.49,0.2,L
3638,Desodorante hombre invisible Deliplus antimanchas,1.4,0.2,L
3639,Desodorante mujer perfume afrutado Deliplus,1.4,0.2,L
3640,Desodorante hombre Dark Temptation XL Axe,3.75,0.2,L
3641,Desodorante cobalt dry Rexona,2.49,0.2,L
3642,Desodorante hombre Black XL Axe,3.75,0.2,L
3643,Desodorante dermo invisible Sanex,2.55,0.2,L
3644,Desodorante dermo extra control Sanex,2.55,0.2,L
3645,Desodorante delicado avena Deliplus,1.4,0.2,L
3646,Desodorante Lactovit,2.0,0.2,L
3647,Desodorante hombre Marine XL Axe,3.75,0.2,L
3648,Desodorante original Heno de Pravia,2.5,0.25,L
3649,Desodorante hombre proteccion plus Deliplus,1.4,0.2,L
3650,Desodorante mujer proteccion plus Deliplus,1.4,0.2,L
3651,Desodorante cuidado aloe Deliplus,1.2,0.075,L
3652,Desodorante mujer pure natural 9.60,2.2,0.15,L
3653,Desodorante hombre natural 9.60,2.2,0.15,L
3654,Desodorante zero limits Deliplus antimanchas,1.7,0.2,L
3655,Desodorante Zero % Sanex,3.0,0.2,L
3656,Polvos desodorantes para pies Deliplus,2.0,0.075,kg
3657,Desodorante fresh & dry para pies Deliplus,1.9,0.15,L
3658,Toallitas desodorantes con aloe vera Deliplus,1.0,20.0,ud
3659,Gel de bano frutal Deliplus piel normal,0.9,1.0,L
3660,Gel de bano oliva Deliplus piel seca,1.2,0.75,L
3661,Gel de bano frescor azul Deliplus piel normal,0.75,0.75,L
3662,Gel de bano hidratante Natural Honey,2.15,1.0,L
3663,Gel de bano leche & miel Deliplus piel normal,1.2,0.75,L
3664,Gel-Champu de bano dermoprotector Deliplus para cuerpo y cabello,1.0,0.25,L
3665,Gel de bano tiernos recuerdos Deliplus piel normal,1.2,0.75,L
3666,Gel de bano avena Deliplus piel sensible,1.2,0.75,L
3667,Gel de bano coco Deliplus piel normal,1.2,0.75,L
3668,Gel de bano hidratacion profunda Dove,2.6,0.54,L
3669,Envase rellenable Deliplus,0.7,0.1,L
3670,Gel de bano con sales minerales La Toja,2.05,0.65,L
3671,Gel de bano vainilla Deliplus crema de ducha piel normal,1.4,0.75,L
3672,Gel de bano Classic original Magno,2.85,0.65,L
3673,Gel de bano jabon natural glicerina Deliplus piel grasa,1.35,0.75,L
3674,Gel de bano argan Deliplus piel muy seca,1.4,0.5,L
3675,Gel de bano nutritivo Lactovit piel normal-seca,2.9,0.9,L
3676,Gel de bano dermoprotector Sanex piel normal,3.49,0.9,L
3677,Gel de ducha exfoliante Deliplus textura suave,2.45,0.2,L
3678,Gel de bano 10% urea Deliplus piel aspera y deshidratada,2.0,0.5,L
3679,Gel aceite de bano Deliplus pieles atopicas,3.25,0.5,L
3680,Gel de bano natural Deliplus piel normal,1.5,0.5,L
3681,Gel de bano exfoliante suave Deliplus piel normal,2.2,0.5,L
3682,Set envases rellenables Deliplus,3.75,3.0,ud
3683,Lote corporal mujer Home Moment Spa,7.0,1.0,ud
3684,Sal de bano Dulces Suenos Flor de Mayo relajante con aceite esencial de Lavanda,0.9,0.08,kg
3685,Sal de bano para pies Flor de Mayo Menta refrescante,0.9,0.08,kg
3686,Gel de bano Elixir D'Automne,1.8,0.49,L
3687,Jabon de manos beauty cream bar Dove pastilla,0.8,0.1,kg
3688,Jabon de manos lavanda Deliplus pastilla,0.85,0.125,kg
3689,Jabon de manos natural original Heno de Pravia pastilla,2.3,1.35,kg
3690,Jabon de manos agua termal Deliplus pastilla,0.85,0.125,kg
3691,Jabon de manos glicerina 100% natural Deliplus pastilla,0.9,0.125,kg
3692,Jabon de manos dermoprotector Deliplus liquido,0.75,0.5,L
3693,Jabon de manos hidratante con avena Deliplus liquido,1.15,0.5,L
3694,Jabon de manos kids Deliplus liquido,1.15,0.5,L
3695,Jabon de manos tiernos recuerdos Deliplus liquido,1.15,0.5,L
3696,Jabon de manos natural de glicerina Deliplus liquido,1.3,0.5,L
3697,Jabon de manos neutralizante de olores Deliplus liquido,1.5,0.5,L
3698,Jabon de manos sandalwood & coconut Deliplus liquido,1.95,0.3,L
3699,Gel limpiador de manos sin aclarado Deliplus fragancia frutal,1.3,0.05,L
3700,Gel de manos hidroalcoholico 70% alcohol Deliplus sin aclarado,2.2,0.25,L
3701,Gel de manos higienizante sin aclarado Deliplus 70% alcohol,1.85,0.1,L
3702,Gel de manos antiseptico Deliplus,3.0,0.5,L
3703,Spray manos locion higienizante Deliplus 80% alcohol,1.2,0.075,L
3704,Gel de manos hidroalcoholico Cohete Deliplus,1.65,0.05,L
3705,Gel de manos hidroalcoholico Panda Deliplus,1.65,0.05,L
3706,Jabon de manos Elixir D'Automne liquido,1.95,0.29,L
3707,Recarga jabon de manos dermoprotector Deliplus liquido,1.1,1.0,L
3708,Esponjas de bano con jabon Deliplus,1.1,10.0,ud
3709,Esponja de bano flor Deliplus exfoliacion suave,0.85,1.0,ud
3710,Esponja de bano doble accion suave masaje Deliplus,0.99,2.0,ud
3711,Esponja de bano suave Deliplus,0.9,2.0,ud
3712,Esponja de bano exfoliacion intensa Deliplus,1.0,1.0,ud
3713,Esponja de bano vegetal fibras naturales Deliplus,0.99,1.0,ud
3714,Esponja de bano rizo suave Deliplus,1.0,2.0,ud
3715,Manopla rizo suave Deliplus,1.1,2.0,ud
3716,Esponja de bano dermo agua Deliplus,1.5,1.0,ud
3717,Esponja de bano infantil Disney Frozen,1.6,1.0,ud
3718,Guante de Crin exfoliante Deliplus,2.1,1.0,ud
3719,Esponja de bano infantil Los Increibles,1.6,1.0,ud
3720,Cepillo de bano Deliplus,3.0,1.0,ud
3721,Dentifrico Cuidado Encias Deliplus con fluor,1.2,0.1,L
3722,Dentifrico Blanqueador Bicarbonato Signal,1.37,0.1,L
3723,Dentifrico Triple Accion Colgate con fluor,1.85,0.1,L
3724,Dentifrico Proteccion Caries Colgate,1.85,0.1,L
3725,Dentifrico Pro-Expert Oral-B con fluor menta fresca,3.0,0.085,L
3726,Dentifrico Original Colgate total con fluor,2.45,0.075,L
3727,Dentifrico Max Fresh Colgate,2.05,0.1,L
3728,Dentifrico Dental Pearl Deliplus blanqueador,1.95,0.1,L
3729,Dentifrico Herbal Original Colgate,1.85,0.1,L
3730,Dentifrico Bicarbonato blanqueador Deliplus,0.95,0.1,L
3731,Dentifrico Max White One Colgate,2.0,0.075,L
3732,Dentifrico Sensation Blanqueador Colgate,2.05,0.1,L
3733,Dentifrico Repair & Protect Sensodyne con fluor,4.05,0.075,L
3734,Dentifrico 3 action Deliplus,0.95,0.1,L
3735,Dentifrico gel White Effect Deliplus 2 en 1,0.85,0.1,L
3736,Dentifrico Blanqueante Sensodyne,3.5,0.075,L
3737,Dentifrico Fresh Gel menta extra refrescante Deliplus,0.9,0.1,L
3738,Dentifrico gel Kids Deliplus 2 en 1,1.0,0.1,L
3739,Dentifrico gel Clorofila Fresh Deliplus 2 en 1,0.85,0.1,L
3740,Dentifrico Maximum Proteccion Caries Colgate menta fresca,1.99,0.1,L
3741,Dentifrico Anticaries Deliplus,0.9,0.1,L
3742,Dentifrico Anticaries Deliplus,0.6,0.03,L
3743,Dentifrico infantil + 2 anos Deliplus,1.0,0.075,L
3744,Dentifrico gel infantil + 2 anos Deliplus My Unicorn,1.0,0.075,L
3745,Dentifrico infantil +6 anos Deliplus Justice league,1.0,0.075,L
3746,Dentifrico infantil + 6 anos Deliplus,1.0,0.075,L
3747,Dentifrico Blanqueador Avanzado Licor del Polo 2 en 1,1.9,0.1,L
3748,Dentifrico Menta Fresca Licor del Polo 2 en 1,1.9,0.1,L
3749,Dentifrico Sensitive Deliplus,1.2,0.1,L
3750,Dentifrico Gingival Deliplus con fluor,1.2,0.1,L
3751,Dentifrico Herbal Deliplus con fluor,0.95,0.1,L
3752,Dentifrico Active Carbon Deliplus blanqueador,1.5,0.1,L
3753,Cepillo dental Medio Deliplus,1.0,3.0,ud
3754,Cepillo dental Suave Deliplus,1.0,3.0,ud
3755,Cepillo dental Duro Deliplus,1.0,3.0,ud
3756,Cepillo dental Medio todo en uno Oral-B,2.8,1.0,ud
3757,Cepillo dental encias y dientes sensibles Deliplus,1.3,1.0,ud
3758,Cepillo dental Infantil Spiderman Sp.Berner,0.9,1.0,ud
3759,Cepillo dental Infantil Peppa pig,0.9,1.0,ud
3760,Cepillo dental Plegable de viaje Deliplus,1.0,1.0,ud
3761,Cepillo dental Medio Ultraavanzado Deliplus,1.99,1.0,ud
3762,Recambios cepillo dental Electrico Sp.Berner,3.95,2.0,ud
3763,Cepillo dental Especial Ortodoncia Deliplus,1.8,1.0,ud
3764,Cepillo dental Electrico Sp.Berner,6.9,1.0,ud
3765,Cepillo dental Infantil Electrico Vengadores,3.95,1.0,ud
3766,Cepillo dental Electrico Deliplus desechable,3.6,1.0,ud
3767,Cepillo dental Infantil Electrico Santoro Gorjuss Sp.Berner,3.95,1.0,ud
3768,Cepillo dental Electrico Oral-B Pro Expert,9.75,1.0,ud
3769,Recambios cepillo dental Electrico Oral-B Precision Clean,8.95,2.0,ud
3770,Cepillo dental tecnico Especial Protesis Sp.Berner,1.8,1.0,ud
3771,Lote higiene bucal Oral-B,12.5,1.0,ud
3772,Enjuague bucal Total Action Deliplus,1.35,0.5,L
3773,Enjuague bucal Fresh 0% alcohol Deliplus,1.35,0.5,L
3774,Cepillos interdentales conicos Extrafinos Deliplus,1.5,6.0,ud
3775,Enjuague bucal Explosion Action Deliplus,1.5,0.5,L
3776,Enjuague bucal White Effect Deliplus blanqueador,1.5,0.5,L
3777,Crema adhesiva para protesis dentales Benfix sin sabor,3.5,0.05,kg
3778,Spray bucal Deliplus,1.05,0.005,L
3779,Cepillos interdentales conicos Finos Deliplus,1.5,6.0,ud
3780,Enjuague bucal proteccion dientes y encias Listerine menta,5.6,0.5,L
3781,Hilo dental con cera y sabor menta,1.8,2.0,ud
3782,Enjuague bucal cuidado total Listerine menta,5.6,0.5,L
3783,Enjuague bucal Kids Deliplus sin alcohol,1.5,0.5,L
3784,Enjuague bucal Gingival Deliplus con clorhexidina,1.9,0.5,L
3785,Enjuague bucal Cuidado Encias Deliplus zero alcohol,1.95,0.5,L
3786,Cinta dental con cera y sabor menta,2.5,2.0,ud
3787,Crema fijadora protesis dentales Polident fijacion fuerte,4.8,0.04,kg
3788,Enjuague bucal Sensitive Deliplus zero alcohol,1.95,0.5,L
3789,Tabletas limpiadoras protesis dentales Benfix y ortodoncias,2.45,32.0,ud
3790,Arcos dentales para higiene interdental Deliplus,1.8,60.0,ud
3791,Tabletas limpiadoras protesis dentales Polident,4.7,36.0,ud
3792,Compresa sin alas normal Deliplus Classic,1.0,26.0,ud
3793,Compresa con alas noche plegada Deliplus Classic,1.1,10.0,ud
3794,Compresa sin alas de incontinencia Deliplus maxi,3.65,12.0,ud
3795,Compresa con alas normal Deliplus Suave,2.3,32.0,ud
3796,Compresa con alas noche Deliplus Suave,1.3,10.0,ud
3797,Compresa sin alas de incontinencia Deliplus extra,3.95,20.0,ud
3798,Compresa sin alas normal plegada Deliplus Classic,1.0,20.0,ud
3799,Compresa con alas super Deliplus Suave,2.3,28.0,ud
3800,Compresa sin alas super plegada Deliplus Classic,1.15,16.0,ud
3801,Compresa con alas normal Evax cotton like,3.5,28.0,ud
3802,Compresa con alas normal Deliplus Dry,2.3,32.0,ud
3803,Compresa con alas super Deliplus Dry,2.3,28.0,ud
3804,Compresa sin alas de incontinencia Deliplus normal,3.95,24.0,ud
3805,Compresa sin alas normal Evax fina y segura,1.95,20.0,ud
3806,Compresa con alas super Evax cotton like,3.3,20.0,ud
3807,Compresa con alas noche Ausonia,2.95,16.0,ud
3808,Compresa con alas normal Evax Cotton Like,2.2,16.0,ud
3809,Compresa sin alas normal Deliplus Suave,2.3,32.0,ud
3810,Compresa con alas normal Ausonia,2.95,24.0,ud
3811,Compresa con alas super Ausonia,2.95,20.0,ud
3812,Compresa con alas normal Evax fina y segura,1.95,16.0,ud
3813,Compresa sin alas super Deliplus Suave,2.3,28.0,ud
3814,Compresa sin alas maxi super Evax,1.95,16.0,ud
3815,Compresa sin alas de incontinencia Deliplus mini,3.85,30.0,ud
3816,Compresa sin alas normal Deliplus Dry,2.3,32.0,ud
3817,Compresa con alas tanga Deliplus Suave,1.6,12.0,ud
3818,Compresa sin alas extraplana Deliplus,1.45,18.0,ud
3819,Compresa sin alas extraplana noche Deliplus,1.45,10.0,ud
3820,Compresa con alas normal Deliplus Suave,1.0,10.0,ud
3821,Compresa con alas normal Deliplus Dry,1.0,10.0,ud
3822,Compresa sin alas super Deliplus Dry,2.3,28.0,ud
3823,Compresa con alas normal Deliplus Cotton,2.95,32.0,ud
3824,Compresa con alas super Deliplus Cotton,2.95,28.0,ud
3825,Copa menstrual intima talla M Deliplus,9.0,1.0,ud
3826,Copa menstrual intima talla L Deliplus,9.0,1.0,ud
3827,Protegeslip normal Deliplus Suave,1.95,72.0,ud
3828,Protegeslip y compresa 2 en 1 Deliplus Suave,1.6,24.0,ud
3829,Protegeslip maxi Deliplus Suave,2.4,60.0,ud
3830,Protegeslip normal Evax,2.7,70.0,ud
3831,Protegeslip maxi Evax,3.2,60.0,ud
3832,Protegeslip normal plegado Deliplus Suave,1.35,28.0,ud
3833,Protegeslip normal Deliplus Classic,1.0,50.0,ud
3834,Protegeslip Cotton flexiform Carefree regular + tanga,1.89,30.0,ud
3835,Protegeslip ultrafino Deliplus Fresh,1.2,34.0,ud
3836,Protegeslip tanga Deliplus Fresh,1.15,30.0,ud
3837,Protegeslip micro Deliplus Fresh,1.65,44.0,ud
3838,Protegeslip de incontinencia Deliplus pequeno,2.4,34.0,ud
3839,Protegeslip normal Deliplus Dry,2.4,70.0,ud
3840,Protegeslip maxi Deliplus Dry,2.8,60.0,ud
3841,Protegeslip normal Deliplus Cotton,1.6,30.0,ud
3842,Protegeslip maxi Deliplus Cotton,1.8,28.0,ud
3843,Tampones super Tampax,4.4,32.0,ud
3844,Tampones super plus Tampax,3.6,22.0,ud
3845,Tampones regular Deliplus con aplicador compacto,2.2,32.0,ud
3846,Tampones regular Tampax,4.4,32.0,ud
3847,Tampones super Tampax,3.2,18.0,ud
3848,Tampones regular Tampax,3.2,20.0,ud
3849,Tampones super plus Tampax,3.4,18.0,ud
3850,Tampones super Deliplus con aplicador suave,2.4,20.0,ud
3851,Tampones super Deliplus con aplicador clasico,2.65,40.0,ud
3852,Tampones regular Deliplus con aplicador suave,2.4,20.0,ud
3853,Tampones super plus Deliplus con aplicador clasico,2.65,40.0,ud
3854,Tampones super plus Deliplus con aplicador suave,2.4,20.0,ud
3855,Tampones regular Deliplus con aplicador clasico,2.65,40.0,ud
3856,Tampones super Deliplus sin aplicador,2.2,32.0,ud
3857,Tampones regular Deliplus sin aplicador,2.2,32.0,ud
3858,Tampones mini Deliplus con aplicador suave,2.4,20.0,ud
3859,Tampones mini Deliplus sin aplicador,2.2,32.0,ud
3860,Protector cama tamano 60 x 90 cm Deliplus,8.5,20.0,ud
3861,Panal adulto braguita talla M Deliplus Pants plus,10.8,14.0,ud
3862,Panal adulto braguita talla L Deliplus Pants Plus,11.95,14.0,ud
3863,Compresa de incontinencia Tena masculina,4.65,10.0,ud
3864,Panal adulto talla G Deliplus,14.8,20.0,ud
3865,Braguita incontinencia talla L Tena lady pants,5.7,6.0,ud
3866,Panal adulto talla M Deliplus,13.55,20.0,ud
3867,Braguita incontinencia talla M Tena silhouette color blanco,6.49,6.0,ud
3868,Toallitas intimas cuidado diario Deliplus,1.3,25.0,ud
3869,Toallitas intimas cuidado diario Deliplus,0.85,12.0,ud
3870,Toallitas intimas cuidado diario Deliplus monodosis,1.8,20.0,ud
3871,Gel de higiene intima Deliplus,1.3,0.5,L
3872,Gel de higiene intima hidratante Deliplus,2.3,0.5,L
3873,Laca de unas top coat efecto gel Deliplus 662,3.15,1.0,ud
3874,Tratamiento para unas base 9 en 1 Deliplus vitaminada y alisadora,2.95,1.0,ud
3875,Tratamiento para unas antimordeduras Deliplus,2.95,1.0,ud
3876,Tratamiento para unas endurecedor Deliplus,2.95,1.0,ud
3877,Tratamiento para unas aceite vitaminico Deliplus,2.95,1.0,ud
3878,Tratamiento para unas gotas secantes Deliplus,2.95,1.0,ud
3879,Tratamiento para unas gel quita-cuticulas Deliplus,2.95,1.0,ud
3880,Tratamiento para unas gel brillo Deliplus secado rapido,2.95,1.0,ud
3881,Laca de unas manicura francesa Deliplus blanco punta 01,2.75,1.0,ud
3882,Laca de unas manicura francesa Deliplus rosa 03,2.75,1.0,ud
3883,Laca de unas manicura francesa Deliplus beige 04,2.75,1.0,ud
3884,Laca de unas efecto gel Deliplus 660 granate,2.65,1.0,ud
3885,Laca de unas efecto gel Deliplus 661 rojo,2.65,1.0,ud
3886,Laca de unas efecto gel Deliplus 671 rosa manicura francesa,2.65,1.0,ud
3887,Laca de unas alto brillo Deliplus 14 perla blanca,2.5,1.0,ud
3888,Laca de unas alto brillo Deliplus 15 perla rosada,2.5,1.0,ud
3889,Laca de unas alto brillo Deliplus 18 suave peonia,2.5,1.0,ud
3890,Laca de unas alto brillo Deliplus 20 rosa magnetico,2.5,1.0,ud
3891,Laca de unas alto brillo Deliplus 22 granate sublime,2.5,1.0,ud
3892,Laca de unas alto brillo Deliplus 24 magenta real,2.5,1.0,ud
3893,Laca de unas alto brillo Deliplus 27 noche borgona,2.5,1.0,ud
3894,Laca de unas alto brillo Deliplus 31 negro mistico,2.5,1.0,ud
3895,Laca de unas alto brillo Deliplus 36 atardecer rosa,2.5,1.0,ud
3896,Laca de unas alto brillo Deliplus 39 dulce fresa,2.5,1.0,ud
3897,Laca de unas alto brillo Deliplus 40 mora natural,2.5,1.0,ud
